UPC,Item description,Call description,Call type,Verbatim,Ticket ID,Brand Name,MDSE category,Batch Lot,Create date,Expire date,Month,Calendar Year,Site ID,Week,State,Fiscal Year Ending,Store,City
68113132946,SLD SPINACH 10OZ TF,Foreign Objects,Complaint,"Customer stated: Buys all the time when she made her sandwich she found a caterpillar in herSLD SPINACH 10OZ TF.


Purchased this before? Yes


Happened before? No


Resolution:Forward to Food Safety and Supplier.
Advised customer QA would be notified. Advised to return to store. Provided customer with $ 5, confirmation #GCR259233

Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Please find the below information regarding Market side that a customer recently purchased. Please reply to this email (do not contact the customer) with the requested information or if you have any questions. Once we have received your response, our team will follow-up with the customer accordingly.

Thank you for your assistance with this matter.

Customer Contact Team",190824-038348,,CSR,tfrs227a09b12:23,24-Aug-19,31-Aug-19,8,2019,1768,31,,2020,1768,OREM
68113114834,SLD CHP SBC TF,Inquiry Product Information,Inquiry,"Customer stated: MKS Chopped Salad Kit does it need to be washed?

Advised MKS salads and kits are pre-washed.

Offered final assistance, survey, and advised always happy to help.",190824-040636,,CSR,TFT2273PR,24-Aug-19,28-Aug-19,8,2019,655,31,,2020,655,HANSON
68113122132,salad,Foreign Objects,Complaint,"found a large stem in the salad, 3 inches long, not supposed to be there, I saved it, please advise, thanks ------------ Dear Charles, Thank you for taking the time to contact us and sharing your feedback regarding our Market Side products. Our customer feedback is very important to us. In order to ensure we identify the correct item and have the correct team look into this circumstance, we are requesting some additional information. Please respond with the following (if available): • What is the 6-digit code above or to the side of the barcode? • Customer’s mailing address • Customer’s city, state, and zip Please reply to this email. Once we receive the above requested information, we will then notify our brand team so this matter can be addressed in a timely manner. You may also contact us by visiting www.walmartstores.com and clicking on the contact us link or by phone @ 877-505-2267. For future questions regarding product ingredients, nutritional facts, preparation instructions and more, click the grocery link at www.walmart.com. Sincerely, Private Brand Customer Connections Walmart Stores, Inc ------------4 digit code above the barcode is 456344.
My address is 961 Goodwin Dr, Plano, TX 75023
Thanks for your attention in this matter.
Charlie HillmannPlano, TX


On Monday, August 26, 2019, 01:23:34 PM CDT, WMSTORES <wmstorehelp@mailva.custhelp.com> wrote:



Image",190824-051230,Marketside,CSR,TFD219B3-23:48,24-Aug-19,20-Aug-19,8,2019,1117,31,,2020,1117,PLANO
68113122132,SLD CHP KLCR TF,Short Volume/Quantity,Complaint,"Customer stated: Bought MS Kale, pecan and cranberry salad on Thursday and tried to email but it will not accept the email address. It didn't have any pecans, cranberries, dressing or croutons.Purchased before? Yes.First time occurred? Yes.When purchased? 08/22/2019Receipt? No.Advised customer QA would be notified. Advised to return to store.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190825-005754,,CSR,TSSL228BJC3B22:19:25,25-Aug-19,29-Aug-19,8,2019,5326,31,,2020,5326,OCALA
68113132894,SLD ICEBERG 12OZ TF,Product Condition,Complaint,"Customer stated: Had the delivery service done and when I got the package the lettuce expires today (08/26/19) and it's all brown.

Purchased this before? Yes Happened before? No

Advised customer QA would be notified. Advised to return to store.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190826-012602,,CSR,TFD225B5-2 20:56 164990-02,26-Aug-19,26-Aug-19,8,2019,1094,31,,2020,1094,RAYTOWN
68113116083,SLD BWL SPDJ 4.9Z TF,Sensory Complaint,Complaint,"Customer stated:SLD BWL SPDJ 4.9Z TF-spinach was very soggy.


Purchased this before? Yes


Happened before?No


Resolution:Forward to Food Safety.
Advised customer QA would be notified. Advised to return to store.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190826-015022,,CSR,tfd231b,26-Aug-19,1-Sep-19,8,2019,4482,31,,2020,4482,MOUNT JULIET
68113138744,SLD CAESAR 14.5Z TF,Inquiry Product Information,Inquiry,"Customer stated:
Marketside Caesar salad kit, he noticed it does not say fully washed. He wants to know if has been washed and if it has been, it needs to say it on the package.
Advised customer: 100% satisfaction guarantee.
This product has been pre-washed and we will document your concerns for this product.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190826-018534,,CSR,,26-Aug-19,,8,2019,598,31,,2020,598,KEARNEY
68113102790,MARKETSIDE BABY SPINACH 6OZ,Foreign Objects,Complaint,"Customer stated: Safety pin was found within the product.Advised customer QA would be notified.Provided customer with $5 GC, confirmation# GCR260303------------Dear TAYLOR FARMS PACIFIC INC

A complaint was received by our Customer Connections Team claiming that a product that you supply to Walmart MARKETSIDE BABY SPINACH 6OZ does not meet their standards for quality. Please retrieve the below product from the customer so this incident can be investigated to ensure the product is within specifications.

If you have any communication with the customer as a result of retrieving this product, please reply back to this email informing us of such communication.

Thank you for your support.

Sincerely,

Corporate Food Safety
Walmart Stores, Inc",190826-023973,,CSR,KTFRS213809B19:30,26-Aug-19,17-Aug-19,8,2019,1438,31,,2020,1438,CEDAR CITY
68113116079,SLD BWL SFE 6.35Z RP,Inquiry Product Information,Inquiry,"Customer stated: What are the calories in the salad is it the dressing or all of it? Advised it was with the dressing. No batch lot number per customer.lPurchased this before? YesHappened before? NoAdvised customer QA would be notified.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190826-005282,,CSR,,26-Aug-19,25-Aug-19,8,2019,5438,31,,2020,5438,NEW BERLIN
68113109025,SLD BBY SPIN 11Z TF,Foreign Objects,Complaint,"Customer stated that she purchased the Marketside Baby Spinach and customer is stating that there was a bug in them.Advised customer that I would get this information addressed with the supplier. per KB.Purchased product before? No * Provided customer a $5 gift card, confirmation number GCR260335.

------------TAYLOR FARMS PACIFIC INCPlease find the below information regarding Marketside SLD BBY SPIN 11Z TF that a customer recently purchased. You will also find the customer's contact information along with the product information we were able to gather. We have resolved this situation with the customer directly, however if you would like to contact them for further information, please feel free to do so (unless otherwise stated in the notes below).

Please look into this issue and respond to our Food Safety Team at FoodSafeCom@wal-mart.com for Food products or Product Safety Team (p.bps10@wal-mart.com) for Non-Food products with your resolution in a timely manner.

Should you have any questions or concerns, please reply back to this email with Private Brands in the Subject line.

Thank you for your assistance with this matter.

Customer Contact Team",190826-047667,,CSR,PSMD228B1 23:04,26-Aug-19,29-Aug-19,8,2019,3633,31,,2020,3633,WAYNESBORO
68113114834,"Marketside Sunflower Bacon Crunch Chopped Salad Kit, 13.4 oz",Short Volume/Quantity,Complaint,"Customer Stated she got sunflower bacon crunch salad and there is no sunflower on the inside.

Advised customer sending to quality, she can get a refund under the GV guarantee, or through grocery pickup on the item.

Purchased item before Yes",190826-049589,,CSR,TFMD231A5A09:30,26-Aug-19,1-Sep-19,8,2019,5779,31,,2020,5779,KING GEORGE
68113122119,SLD PRE AVO 7.45Z TF Product,Product Condition,Complaint,Marketside. Avocado Ranch. salad purchased today for lunch and the lettuce was bad. apologized and advised will end to QA. issued $5 gift card. GCR# 260353,190826-045527,,CSR,tp230b36,26-Aug-19,1-Sep-19,8,2019,1768,31,,2020,1768,OREM
68113116078,SLD BWL CSR 6.25Z TF,Foreign Objects,Complaint,"I hit enter instead of back space product info Caesar salad with chicken Marketside bowl salad romaine lettuce Salinas ca 8113116078 ???I was eating my salad at work last night that I had just purchased from Walmart. I had most of it eaten and went to get another bite and saw this! A black bird feather! The nurse at work said I better call my doctor today because birds can carry a lot of diseases and with it sitting in the salad for a long period of time it could have gotten on the lettuce ------------ Dear Lorna, Thank you for taking the time to contact us and sharing your feedback regarding our Market Side products. Our customer feedback is very important to us. In order to ensure we identify the correct item and have the correct team look into this circumstance, we are requesting some additional information. Please respond with the following (if available): • What is the 6-digit code above or to the side of the barcode? • UPC # is not available? o Please describe the size, color, use, etc. of the product • What is the Batch or Lot Code number? o This can be found on the packaging or container, normally near the expiration date • When is the Best By or Expiration Date of the product? • Customer’s mailing address • Customer’s city, state, and zip • Customer’s phone number Please reply to this email. Once we receive the above requested information, we will then notify our brand team so this matter can be addressed in a timely manner. You may also contact us by visiting www.walmartstores.com and clicking on the contact us link or by phone @ 877-505-2267. For future questions regarding product ingredients, nutritional facts, preparation instructions and more, click the grocery link at www.walmart.com. Sincerely, Private Brand Customer Connections Walmart Stores, Inc ------------

Sent from my iPhone

That should give you all info




Image





QUESTION REFERENCE # 190826-005549
SUBJECT
Product Question / Product FeedbackResponse By Email (08/27/2019 11:16 AM)Dear Lorna,

Thank you for taking the time to contact us and sharing your feedback regarding our Market Side products. Our customer feedback is very important to us. In order to ensure we identify the correct item and have the correct team look into",190826-005549,Marketside,CSR,TFD231AU17 P34733 15:40,26-Aug-19,31-Aug-19,8,2019,4209,31,,2020,4209,NEBRASKA CITY
68113132894,SLD ICEBERG 12OZ TF,Foreign Objects,Complaint,"Customer is calling about a salad that her mother had and they found a plastic blade type of item that looks like it came off of some type of chopping device.Customer is missing the UPC and Supplier ID, I gave her the ticket reference number and she will be calling back as soon as she gets it from her mother.When she calls back please continue with FO retrieval and compensate her for the salad.Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------CCB with information of the product.Advised sending to QA, Supplier, and food safe.Advised to return to store for refund or exchange.------------TAYLOR FARMS PACIFIC INC

A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: Marketside Salad

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your invest",190827-009627,,CSR,TMXLTSMX216807-2 01:07AT01-L-2.B,27-Aug-19,20-Aug-19,8,2019,1675,31,,2020,1675,LEBANON
68113132946,SLD SPINACH 10OZ TF,Recall Questions,,"Customer stated: he said there is a recall on ms fresh spinach

Advised customer: there is no recall on this spinach.
Offered final assistance and said closing.",190827-018776,,CSR,NaN,27-Aug-19,20-Aug-19,8,2019,2279,31,,2020,2279,GLEN BURNIE
68113122132,"Marketside Kale Pecan Cranberry Chopped Salad Kit, 9.32 oz",Product Condition,Complaint,"Customer Stated she got kale pecan, salad and it is really dried out after she purchased it last week.

Advised customer sending to quality, she can take it back to the store for a refund or exchange on the item.

Purchased item before Yes",190827-051450,,CSR,NaN,27-Aug-19,30-Aug-19,8,2019,15,31,,2020,15,WEST PLAINS
68113191699,MKS COBB SALAD,Product Condition,Complaint,"Customer stated: purchased MS Ranch Cobb Salad, the bacon was disgusting. It was just the thick skin and not bacon. Does not have the expiration date or batch/lot #.Purchased before: YesHappened before: NoAdvised customer: QA would be notified. Customer will return to store for refund/exchange.Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Please see direction provided in the Private Brand Re-Launch for 3/05/2009-05/13/2009 that was in the event calendar for return/exchanges on [Marketside ] products. As part of the [Marketside ] guarantee, any product may be returned to the store for a full refund or exchange. If the customer does not have a receipt, please follow Walmart corporate policy for Merchandise Returned Without a Receipt.------------ caller purchased the salad from Cranberry TWP. store # 1770. I explained that we were not that store, but there should be no issue with a refund for poor quality at any Walmart and advised her to take her receipt to the correct store and ask for a refund.",190828-006769,,CSR,,28-Aug-19,,8,2019,2597,31,,2020,2597,CRANBERRY
68113138744,SLD CAESAR TF,Foreign Objects,Complaint,"Customer Stated: Marketside Salad kits - she noticed a dead fly.
Advised Customer that I would send this over to our quality control team.

Purchased item before Yes
Provided GC to customer in amount of $5 with confirmation number GCR260468)

------------Please find the below information regarding Marketside Salad kits that a customer recently purchased. You will also find the customer’s contact information along with the product information we were able to gather. We have resolved this situation with the customer directly, however if you would like to contact them for further information, please feel free to do so (unless otherwise stated in the notes below). Please look into this issue and respond to our Food Safety Team (FoodSafeCom@Wal-mart.com) for Food products or Product Safety Team (p.bps10@wal-mart.com) for Non-Food products with your resolution in a timely manner.
Should you have any questions or concerns, please reply back to this email (customerspark@mailmw.custhelp.com) with Private Brands in the Subject line.

Thank you for your assistance with this matter.

Sincerely,

Private Brand Customer Connections
Walmart Stores, Inc",190828-022748,,CSR,TFMD231A 0B09:25,28-Aug-19,1-Sep-19,8,2019,1875,31,,2020,1875,SEVERN
68113116082,SLD BWL CRWL 4.5Z TF,Container/Packaging Issues,Complaint,"Customer stated: Purchased a MS salad in the self-checkout lane and noticed that opened into his bag when he got home. Mentioned that another competitor gave him a coupon for a free replacement when he had an issue with their product and wanted the same from us.Purchased before? Yes.First time occurred? Yes.When purchased? Today.Receipt? Yes.Advised customer QA would be notified. Advised to return to store. Customer doesn't want to drive 20 minutes for a 3 dollar return.Pushback: Provided customer with GC $5.00, confirmation #GCR260479Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190828-025690,,CSR,TFD232BU19,28-Aug-19,1-Sep-19,8,2019,369,31,,2020,369,WINFIELD
68113132898,ORG SLD BBYSP 5Z TF,Suggestion,Suggestion,"Customer Stated: Marketside Organic Spinach - when you hold the tabs to open it - it creates a mess and plastic can get into the food. Thinks the plastic is too thin.
Advised Customer that I would send this over to our quality control team.

Purchased item before Yes",190828-035983,,CSR,TFRS227B12B22:11,28-Aug-19,31-Aug-19,8,2019,427,31,,2020,427,GREENVILLE
68113191698,MKS CAESAR SALAD,Product Condition,Complaint,"Customer stated:She always purchases a Marketside salad for lunch. Today, when she purchased a salad, the lettuce was so wilted and soggy. She also noticed in her salad that the croutons were in the salad and not in a plastic seal like they normally are. She was not able to eat this product at all.

Advised customer: 100% satisfaction guarantee.
QA would be notified. Return to the store for an exchange or return.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190828-045207,,CSR,,28-Aug-19,29-Aug-19,8,2019,3782,31,,2020,3782,ORLANDO
68113132946,SLD SPINACH 10OZ TF,Product Condition,Complaint,"Customer Stated: Marketside Spinach - the expiration is just a few days out and the spinach is just not good. Once you open the bag it has this terrible smell.
Advised Customer that I would send this over to our quality control team.


Purchased item before Yes
Provided GC to customer in amount of $5 with confirmation number GCR260501)",190828-046268,,CSR,TFSL235ACL,28-Aug-19,29-Aug-19,8,2019,928,31,,2020,928,ST. JOHNS
68113138744,SLD CAESAR 14.5Z TF,Foreign Objects,Complaint,"Customer stated: Bought a marketside Caesar salad kit and ate it and found glass inside the salad. 

Purchased this before? YesHappened before? No 

Advised customer QA (quality assurance team )would be notified.Advised i will send this up to your food safety, and supplier and QA
Advised costumer if you have the receipt you are more then welcome to take it back to the store to get an exchange or money back. Advised costumer if they do a push back to give a call while in the store and we will call the store and speak to a manager ourselves
Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Please find the below information regarding SLD CAESAR 14.5Z TFthat a customer recently purchased. You will also find the customer's contact information along with the product information we were able to gather. We have resolved this situation with the customer directly, however if you would like to contact them for further information, please feel free to do so (unless otherwise stated in the notes below).

Please look into this issue and respond to our Food Safety Team at FoodSafeCom@wal-mart.com for Food products or Product Safety Team (p.bps10@wal-mart.com) for Non-Food products with your resolution in a timely manner.

Should you have any questions or concerns, please reply back to this email with Private Brands in the Subject line.

Thank you for your assistance with this matter.",190828-010236,,CSR,TFD233B1-1,28-Aug-19,3-Sep-19,8,2019,2977,31,,2020,2977,ARLINGTON
68113114834,SLD CHP SBC TF,Short Volume/Quantity,Complaint,Marketside Sunflower bacon crunch. there was only lettuce in the kit. Dressing and other ingredients were missing. Advised will send to QA. Issued $5 gift card GCR# 260529,190829-016994,,CSR,tfrs227a04a10:17,29-Aug-19,31-Aug-19,8,2019,924,31,,2020,924,STERLING
68113109301,"Marketside Farmhouse Ranch Salad with Chicken & Bacon, 15 oz",Product Condition,Complaint,"Customer Stated he got MS salad kits, comes with a fork inside, The fork broke off in his mouth.

Customer cant see the B/L on the item.
Advised customer sending to quality, he can take it back to the store for a refund or exchange on the item.

Purchased item before No",190829-027383,,CSR,,29-Aug-19,30-Aug-19,8,2019,3212,31,,2020,3212,EGG HBR TOWNSHIP
68113114832,"Marketside Caesar Chopped Salad Kit, 11.45 oz",Short Volume/Quantity,Complaint,"Customer Stated she got two bags of chopped salad kit and one of them did not have the fixings in the item. Just the lettuce.

Advised customer sending to quality, she can take it back to the store for a refund or exchange on the item.

Purchased item before Yes",190829-027378,,CSR,TFRS227B05B20:17,29-Aug-19,31-Aug-19,8,2019,5049,31,,2020,5049,LITTLETON
68113138735,SLD BC CSR 14.6Z TF Product,Product Condition,Complaint,Marketside Bacon Caesar Salad Kit. Customer purchased before. This time the kit contained 3 big lettuce cores. apologized and advised will send to QA. Issued $5 gift card. GCR# 260563,190829-029410,,CSR,tfd228a1-2-04:37 165347-01,29-Aug-19,29-Aug-19,8,2019,4627,31,,2020,4627,DENTON
68113116080,SLD BWL CHF 7.25Z TF,Foreign Objects,Complaint,"Customer stated: Found three pieces of plastics about it. bought on 8/27/19 in the AM

Advised customer QA would be notified.

Not allowing me to send GC.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Taylor Farms Pacific Inc,

A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: Marketside Chef Salad.

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your investigation no later than 14 business days from the date of this email.

**PLEASE NOTE** After your investigation is completed, you must do THREE things:
1. Report to Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, the results of your investigation and the answers to the outline questions above.
2. Contact the consumer and share your results.
3. Reply to this email to confirm resolution.

If this incident results in any claims against Walmart, Inc. you are expected to defend and indemnify Walmart, Inc. in accordance with the terms of the Supp",190829-017195,,CSR,TFD235AU17 EFT-34733,29-Aug-19,4-Sep-19,8,2019,152,31,,2020,152,DE SOTO
6.81131E+11,SLD ICEBERG 12OZ TF,Recall Questions,,"Customer stated: Wants to know if its on recall list its the market side salad, found it on FDA recalls site. under Dole and it says distributed with PB market side is listed. 

Purchased this before? NoHappened before? no

Advised customer QA (quality assurance team )would be notified.Batch/lot number and expiration date was not provided.

Advised costumer i will send this to food safety and my QA so they can look more into it. 

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190828-049824,,CSR,,30-Aug-19,,8,2019,9999,31,,2020,9999,BENTONVILLE
68113132946,SLD SPINACH 10Z TF,Product Condition,Complaint,"Customer stated: purchased MS Spinach, it wilts by the next day and it is always wet inside. Repeated issue.Purchased before: YesHappened before: YesAdvised customer: QA and store would be notified. Customer will return to store for refund/exchange. Sending FYI to store.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190830-031100,,CSR,TFT2322PL212458,30-Aug-19,2-Sep-19,8,2019,188,31,,2020,188,CAPE GIRARDEAU
68113114834,SLD CHP SBC TF,Inquiry Product Information,Inquiry,"Customer stated that she purchased the Marketside Sunflower Bacon Crunch and customer is wanting to know if it is bottled.Advised customer they do not sell the dressing separately, informed customer I would get information to QA per KB.Purchased product before? Yes",190830-034220,,CSR,TFD232A1/2,30-Aug-19,2-Sep-19,8,2019,5624,31,,2020,5624,FARMERS BRANCH
68113118067,WMELON SPEAR 10Z TF,Compliment Sensory,Compliment,"Costumer stated: just wanted to call and say she enjoyed the precut packaged watermelon

Advised customer: Appreciate the Feedback.

Offered final assistance, survey, and advised always happy to help",190830-030382,,CSR,,30-Aug-19,,8,2019,657,31,,2020,657,COOKEVILLE
68113132946,SLD SPINACH 10OZ TF,Foreign Objects,Complaint,"Customer stated: there is white stuff in the spinach.

Advised customer:We appreciate you contacting us and bringing that to our attention. I will advise the QA department and Supplier about what you said. I will inform food safety as well.

Provided Gift Card $5 #: GCR260688)

Offered final assistance and said closing.

------------TAYLOR FARMS PACIFIC INC

A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: SLD SPINACH 10OZ TF

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your investigation no later than 14 business days from the date of this email.

**PLEASE NOTE** After your investigation is completed, you must do THREE things:
1. Report to Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, the results of your investigation and the answers to the outline questions above.
2. Contact the consumer and share your results.
3. Reply to this email to confirm resolution.

If this incident results in any claims against Walmart, Inc. you",190831-022439,,CSR,TFM0237B10A 1906,31-Aug-19,8-Sep-19,8,2019,9999,32,,2020,9999,BENTONVILLE
